,2XH6A,2ZOEA,3WINE,4MJTA
Cry31Ac2,0.2222222222222222,0.32,0.2916666666666667,0.5
Cry31Ad1,0.28125,0.32,0.29411764705882354,0.47368421052631576
Cry31Ad2,0.28125,0.32,0.29411764705882354,0.47368421052631576
Cry32Aa1,0.42105263157894735,0.47058823529411764,0.30952380952380953,0.21428571428571427
Cry32Aa2,0.42105263157894735,0.47058823529411764,0.30952380952380953,0.21428571428571427
Cry32Ab1,0.42105263157894735,0.46153846153846156,0.30952380952380953,0.21428571428571427
Cry32Ba1,0.42857142857142855,0.26229508196721313,0.46153846153846156,0.2608695652173913
Cry32Ca1,0.42857142857142855,0.3548387096774194,0.30952380952380953,0.6
Cry32Cb1,0.3870967741935484,0.3548387096774194,0.35294117647058826,0.6
Cry32Da1,0.3137254901960784,0.4166666666666667,0.3333333333333333,0.23076923076923078
Cry32Ea1,0.25925925925925924,0.26373626373626374,0.3333333333333333,0.25
Cry32Ea2,0.25925925925925924,0.26373626373626374,0.4117647058823529,0.5
Cry32Eb1,0.23728813559322035,0.36666666666666664,0.4117647058823529,0.25
Cry32Fa1,0.4444444444444444,0.2903225806451613,0.4117647058823529,0.3181818181818182
Cry32Ga1,0.4166666666666667,0.3548387096774194,0.5,0.3181818181818182
Cry32Ha1,0.4230769230769231,0.3170731707317073,0.35294117647058826,0.1935483870967742
Cry32Hb1,0.2247191011235955,0.3170731707317073,0.2857142857142857,0.1935483870967742
Cry32Ia1,0.28,0.25,0.2857142857142857,0.46153846153846156
Cry32Ja1,0.3,0.3548387096774194,0.30952380952380953,0.4444444444444444
Cry32Ka1,0.2857142857142857,0.32558139534883723,0.4117647058823529,0.6666666666666666
Cry32La1,0.4375,0.30303030303030304,0.4117647058823529,0.4375
Cry32Ma1,0.3076923076923077,0.3548387096774194,0.4117647058823529,0.27906976744186046
Cry32Mb1,0.3076923076923077,0.3548387096774194,0.22727272727272727,0.27906976744186046
Cry32Na1,0.6363636363636364,0.35294117647058826,0.2857142857142857,0.3103448275862069
Cry32Oa1,0.3870967741935484,0.2261904761904762,0.35294117647058826,0.25
